account_id,customer_id,account_number,bsb_code,account_type,creation_date,balance,currency,status,is_mule_account,daily_limit,monthly_limit
ACC00000482,AU-CUST00374,942485309,015-214,Current,2024-12-08,8279.58,AUD,ACTIVE,False,5000,200000
ACC00000483,AU-CUST00375,662395804,016-020,Current,2025-05-19,252.9,AUD,ACTIVE,False,2000,20000
ACC00000484,AU-CUST00376,596727837,018-836,Current,2024-06-08,12241.09,AUD,ACTIVE,False,10000,20000
ACC00000485,AU-CUST00377,838683393,013-731,Current,2025-05-06,1741.51,AUD,ACTIVE,False,10000,20000
ACC00000486,AU-CUST00377,513348613,013-895,Business,2025-08-30,671.56,AUD,ACTIVE,False,2000,50000
ACC00000487,AU-CUST00378,743525062,015-439,Current,2025-03-24,9959.44,AUD,ACTIVE,False,5000,20000
ACC00000488,AU-CUST00379,766154982,016-763,Current,2024-07-16,4224.26,AUD,ACTIVE,False,5000,200000
ACC00000489,AU-CUST00379,245382279,014-884,Savings,2024-10-18,19933.13,AUD,ACTIVE,False,2000,100000
ACC00000490,AU-CUST00380,915676460,014-117,Current,2024-03-17,641.42,AUD,ACTIVE,False,2000,20000
ACC00000491,AU-CUST00381,161569251,014-052,Current,2024-05-21,6276.43,AUD,ACTIVE,True,2000,50000
ACC00000492,AU-CUST00381,287322612,014-113,Savings,2025-06-15,5248.01,AUD,ACTIVE,True,10000,100000
ACC00000493,AU-CUST00381,998607422,014-102,Savings,2025-09-04,5471.04,AUD,ACTIVE,True,2000,50000
ACC00000494,AU-CUST00382,822902856,014-100,Current,2024-12-27,940.17,AUD,ACTIVE,False,2000,50000
ACC00000495,AU-CUST00383,296672305,013-797,Current,2025-03-09,6804.63,AUD,ACTIVE,False,5000,50000
ACC00000496,AU-CUST00384,981617016,012-356,Current,2024-12-02,9071.56,AUD,ACTIVE,False,25000,20000
ACC00000497,AU-CUST00385,690071771,015-436,Current,2025-02-02,9184.54,AUD,ACTIVE,False,5000,50000
ACC00000498,AU-CUST00386,386566997,015-789,Current,2024-02-25,14380.42,AUD,ACTIVE,False,2000,100000
ACC00000499,AU-CUST00386,378672677,018-990,Savings,2024-09-28,65077.98,AUD,ACTIVE,False,2000,50000
ACC00000500,AU-CUST00387,746314755,012-741,Current,2024-10-04,929.18,AUD,ACTIVE,False,10000,200000
ACC00000501,AU-CUST00388,213197712,017-491,Current,2025-04-24,1230.53,AUD,ACTIVE,False,10000,20000
ACC00000502,AU-CUST00389,989874564,018-715,Current,2024-08-01,35338.57,AUD,ACTIVE,False,10000,100000
ACC00000503,AU-CUST00390,642961545,018-786,Current,2025-05-08,2911.42,AUD,ACTIVE,False,2000,20000
ACC00000504,AU-CUST00391,922700152,017-834,Current,2024-03-08,239.23,AUD,ACTIVE,False,10000,50000
ACC00000505,AU-CUST00392,112010185,017-045,Current,2025-06-21,2662.16,AUD,ACTIVE,False,2000,50000
ACC00000506,AU-CUST00393,303405011,017-949,Current,2025-03-07,4689.94,AUD,ACTIVE,False,2000,20000
ACC00000507,AU-CUST00394,938954586,012-408,Current,2024-12-09,1939.84,AUD,ACTIVE,False,2000,20000
ACC00000508,AU-CUST00395,841667599,016-306,Current,2024-12-04,489.29,AUD,ACTIVE,False,2000,20000
ACC00000509,AU-CUST00395,118355082,017-966,Savings,2025-05-07,571.63,AUD,ACTIVE,False,2000,20000
ACC00000510,AU-CUST00396,927959916,016-231,Current,2025-05-29,1829.27,AUD,ACTIVE,False,10000,100000
ACC00000511,AU-CUST00396,505362591,014-507,Current,2025-09-24,6526.87,AUD,ACTIVE,False,10000,20000
ACC00000512,AU-CUST00397,312559665,013-794,Current,2024-07-25,172.12,AUD,ACTIVE,False,2000,50000
ACC00000513,AU-CUST00397,171505872,013-338,Current,2024-09-03,886.42,AUD,ACTIVE,False,10000,50000
ACC00000514,AU-CUST00398,680835766,016-871,Current,2024-03-31,5244.73,AUD,FROZEN,True,5000,20000
ACC00000515,AU-CUST00398,675054320,013-942,Current,2025-08-03,3766.22,AUD,ACTIVE,True,25000,20000
ACC00000516,AU-CUST00398,335828998,013-544,Savings,2025-01-14,1549.14,AUD,ACTIVE,True,2000,50000
ACC00000517,AU-CUST00399,297121234,017-570,Current,2025-05-19,15635.13,AUD,ACTIVE,False,10000,50000
ACC00000518,AU-CUST00400,722865641,016-716,Current,2024-02-26,3646.45,AUD,ACTIVE,True,5000,20000
ACC00000519,AU-CUST00400,344764080,018-150,Savings,2024-04-02,707.71,AUD,ACTIVE,True,2000,50000
ACC00000520,AU-CUST00401,229363819,015-264,Current,2024-12-28,13075.17,AUD,ACTIVE,False,2000,50000
ACC00000521,AU-CUST00402,827166167,017-145,Current,2024-05-26,3148.49,AUD,ACTIVE,False,5000,100000
ACC00000522,AU-CUST00402,124137507,014-485,Savings,2025-02-05,6516.9,AUD,ACTIVE,False,25000,50000
ACC00000523,AU-CUST00403,341130890,015-340,Current,2025-05-25,1600.79,AUD,ACTIVE,False,10000,20000
ACC00000524,AU-CUST00403,325699700,013-641,Current,2025-09-20,2854.06,AUD,ACTIVE,False,10000,50000
ACC00000525,AU-CUST00404,550455227,017-246,Current,2025-06-18,1961.49,AUD,ACTIVE,False,2000,50000
ACC00000526,AU-CUST00405,496424518,016-445,Current,2024-09-17,404.01,AUD,ACTIVE,False,25000,50000
ACC00000527,AU-CUST00406,119625760,016-599,Current,2024-10-19,3412.73,AUD,ACTIVE,False,10000,50000
ACC00000528,AU-CUST00407,465400786,013-556,Current,2024-09-06,2130.08,AUD,ACTIVE,False,2000,50000
ACC00000529,AU-CUST00408,413965743,013-974,Current,2024-08-21,1578.83,AUD,ACTIVE,False,2000,50000
ACC00000530,AU-CUST00409,973604082,017-375,Current,2025-05-29,8023.86,AUD,ACTIVE,False,2000,100000
ACC00000531,AU-CUST00410,538309656,014-733,Current,2024-06-06,5333.76,AUD,ACTIVE,False,2000,50000
ACC00000532,AU-CUST00411,515393493,017-172,Current,2025-06-10,5713.5,AUD,ACTIVE,False,5000,50000
ACC00000533,AU-CUST00412,985478181,013-811,Current,2024-12-23,5436.09,AUD,ACTIVE,False,2000,50000
ACC00000534,AU-CUST00413,205021544,014-593,Current,2025-06-11,8941.55,AUD,ACTIVE,False,2000,50000
ACC00000535,AU-CUST00414,375835071,012-398,Current,2024-12-02,7163.53,AUD,ACTIVE,False,5000,20000
ACC00000536,AU-CUST00414,968004312,017-022,Current,2025-03-29,11325.92,AUD,ACTIVE,False,5000,50000
ACC00000537,AU-CUST00415,676776526,012-120,Current,2025-03-25,5168.16,AUD,ACTIVE,False,2000,50000
ACC00000538,AU-CUST00415,641435782,016-950,Savings,2025-08-20,2115.42,AUD,ACTIVE,False,10000,100000
ACC00000539,AU-CUST00416,343990626,018-781,Current,2024-09-25,4597.71,AUD,ACTIVE,False,10000,50000
ACC00000540,AU-CUST00417,694399057,015-868,Current,2024-09-10,2357.68,AUD,ACTIVE,False,5000,20000
ACC00000541,AU-CUST00418,770366724,015-721,Current,2024-05-21,58411.82,AUD,ACTIVE,False,2000,50000
ACC00000542,AU-CUST00419,823103388,014-624,Current,2024-04-25,5022.0,AUD,ACTIVE,True,2000,20000
ACC00000543,AU-CUST00419,411638488,016-366,Savings,2025-05-31,2204.62,AUD,ACTIVE,True,2000,50000
ACC00000544,AU-CUST00420,813889137,013-098,Current,2024-01-21,1705.79,AUD,ACTIVE,False,25000,200000
ACC00000545,AU-CUST00421,903597155,016-027,Current,2024-07-29,4125.72,AUD,ACTIVE,True,5000,100000
ACC00000546,AU-CUST00421,649960100,017-913,Savings,2024-09-27,1647.09,AUD,ACTIVE,True,25000,20000
ACC00000547,AU-CUST00421,585912229,017-022,Savings,2024-11-14,4539.86,AUD,FROZEN,True,5000,50000
ACC00000548,AU-CUST00422,154675647,014-634,Current,2025-06-26,4970.27,AUD,ACTIVE,False,10000,200000
ACC00000549,AU-CUST00423,543858784,014-571,Current,2025-05-30,31869.07,AUD,ACTIVE,False,5000,20000
ACC00000550,AU-CUST00423,447196428,012-466,Current,2025-09-23,7379.51,AUD,ACTIVE,False,5000,20000
ACC00000551,AU-CUST00424,533336353,014-748,Current,2025-01-13,366.0,AUD,ACTIVE,False,10000,100000
ACC00000552,AU-CUST00425,497730290,015-239,Current,2024-07-18,2502.2,AUD,ACTIVE,False,25000,50000
ACC00000553,AU-CUST00426,562210011,016-289,Current,2024-10-12,39.87,AUD,ACTIVE,False,5000,50000
ACC00000554,AU-CUST00427,432054803,012-872,Current,2025-02-19,2859.99,AUD,ACTIVE,True,5000,20000
ACC00000555,AU-CUST00427,360213085,012-084,Savings,2025-03-14,7173.75,AUD,ACTIVE,True,2000,50000
ACC00000556,AU-CUST00427,918515150,014-362,Current,2025-06-22,4486.1,AUD,ACTIVE,True,2000,50000
ACC00000557,AU-CUST00428,349915907,014-751,Current,2024-01-02,2834.99,AUD,ACTIVE,False,25000,50000
ACC00000558,AU-CUST00429,461150182,015-230,Current,2025-05-21,16614.14,AUD,ACTIVE,False,2000,100000
ACC00000559,AU-CUST00430,688870305,016-313,Current,2025-04-22,227.52,AUD,ACTIVE,False,2000,20000
ACC00000560,AU-CUST00431,292375683,015-006,Current,2025-06-16,2720.94,AUD,ACTIVE,False,2000,20000
ACC00000561,AU-CUST00431,670212113,012-965,Business,2025-07-24,5130.63,AUD,ACTIVE,False,2000,100000
ACC00000562,AU-CUST00432,375501550,017-808,Current,2024-02-21,1492.28,AUD,ACTIVE,False,5000,20000
ACC00000563,AU-CUST00433,751862873,017-979,Current,2025-06-04,28875.74,AUD,ACTIVE,False,10000,50000
ACC00000564,AU-CUST00434,688488793,014-202,Current,2024-12-02,8492.41,AUD,ACTIVE,False,5000,50000
ACC00000565,AU-CUST00435,734531245,012-848,Current,2024-10-31,641.29,AUD,ACTIVE,False,10000,50000
ACC00000566,AU-CUST00436,571904196,014-724,Current,2024-04-08,752.99,AUD,ACTIVE,False,2000,20000
ACC00000567,AU-CUST00437,759247675,018-627,Current,2024-09-27,35452.18,AUD,ACTIVE,False,2000,100000
ACC00000568,AU-CUST00438,649984117,014-416,Current,2024-07-18,3516.24,AUD,ACTIVE,False,5000,50000
ACC00000569,AU-CUST00439,952910864,012-602,Current,2025-06-26,4156.72,AUD,ACTIVE,False,2000,20000
ACC00000570,AU-CUST00440,919234979,018-994,Current,2024-07-05,619.94,AUD,ACTIVE,False,5000,20000
ACC00000571,AU-CUST00440,658872335,012-155,Savings,2025-01-10,5338.98,AUD,ACTIVE,False,2000,50000
ACC00000572,AU-CUST00441,104529545,013-072,Current,2024-04-29,523.3,AUD,ACTIVE,False,2000,50000
ACC00000573,AU-CUST00442,518392705,013-238,Current,2025-06-03,798.46,AUD,ACTIVE,False,5000,50000
ACC00000574,AU-CUST00443,743808673,012-976,Current,2024-04-12,4187.41,AUD,ACTIVE,False,25000,50000
ACC00000575,AU-CUST00444,899620466,013-552,Current,2025-05-11,1784.68,AUD,ACTIVE,False,2000,20000
ACC00000576,AU-CUST00445,361723090,017-188,Current,2025-06-12,4822.65,AUD,ACTIVE,False,10000,20000
ACC00000577,AU-CUST00446,268304163,012-331,Current,2024-06-17,2060.78,AUD,ACTIVE,False,5000,20000
ACC00000578,AU-CUST00447,894861993,013-429,Current,2025-01-13,266.02,AUD,ACTIVE,False,10000,20000
ACC00000579,AU-CUST00448,763274794,016-795,Current,2025-03-13,1343.06,AUD,ACTIVE,False,10000,50000
ACC00000580,AU-CUST00448,165102337,017-703,Savings,2025-09-22,1669.78,AUD,ACTIVE,False,5000,50000
ACC00000581,AU-CUST00449,414079439,012-034,Current,2024-10-21,1786.51,AUD,ACTIVE,False,5000,100000
ACC00000582,AU-CUST00450,270087088,018-881,Current,2025-01-17,884.75,AUD,ACTIVE,False,5000,100000
ACC00000583,AU-CUST00450,572377585,012-576,Savings,2025-09-27,311.24,AUD,ACTIVE,False,5000,50000
ACC00000584,AU-CUST00451,882085590,014-848,Current,2024-03-13,3022.93,AUD,ACTIVE,False,5000,50000
ACC00000585,AU-CUST00452,883450243,012-280,Current,2024-10-10,1822.19,AUD,ACTIVE,False,5000,200000
ACC00000586,AU-CUST00452,889065317,013-538,Current,2025-07-02,3020.36,AUD,ACTIVE,False,25000,50000
ACC00000587,AU-CUST00453,913301256,016-232,Current,2024-10-08,3929.45,AUD,ACTIVE,False,2000,100000
ACC00000588,AU-CUST00454,981608401,013-639,Current,2024-11-06,771.66,AUD,ACTIVE,False,5000,50000
ACC00000589,AU-CUST00455,394073782,016-278,Current,2025-06-02,6117.09,AUD,ACTIVE,False,5000,50000
ACC00000590,AU-CUST00456,273466504,016-896,Current,2025-03-28,951.29,AUD,ACTIVE,False,2000,20000
ACC00000591,AU-CUST00457,950675733,017-228,Current,2024-11-26,1194.32,AUD,ACTIVE,False,10000,100000
ACC00000592,AU-CUST00458,136667130,017-536,Current,2024-08-09,7091.1,AUD,ACTIVE,False,5000,100000
ACC00000593,AU-CUST00459,256047848,013-254,Current,2024-08-10,8220.73,AUD,ACTIVE,False,25000,100000
ACC00000594,AU-CUST00460,243880676,014-096,Current,2024-01-12,994.8,AUD,ACTIVE,False,10000,100000
ACC00000595,AU-CUST00460,179533133,012-174,Business,2025-07-10,2572.95,AUD,ACTIVE,False,25000,20000
ACC00000596,AU-CUST00461,902973837,013-322,Current,2024-10-29,416.38,AUD,ACTIVE,False,2000,100000
ACC00000597,AU-CUST00462,339718428,018-858,Current,2024-05-18,13814.22,AUD,ACTIVE,False,25000,50000
ACC00000598,AU-CUST00463,340058747,014-836,Current,2025-05-01,232.38,AUD,ACTIVE,False,10000,200000
ACC00000599,AU-CUST00464,403287840,012-642,Current,2025-02-28,264.55,AUD,ACTIVE,False,5000,20000
ACC00000600,AU-CUST00465,206623791,015-548,Current,2025-05-16,285.05,AUD,ACTIVE,False,10000,50000
ACC00000601,AU-CUST00466,115731942,014-211,Current,2025-06-30,1348.88,AUD,ACTIVE,False,10000,50000
ACC00000602,AU-CUST00467,889927214,015-236,Current,2024-08-07,577.96,AUD,ACTIVE,False,5000,50000
ACC00000603,AU-CUST00467,477931038,018-273,Savings,2025-04-26,2442.62,AUD,ACTIVE,False,2000,50000
ACC00000604,AU-CUST00468,149918077,017-296,Current,2024-08-23,8142.82,AUD,ACTIVE,False,2000,50000
ACC00000605,AU-CUST00468,575964223,017-073,Business,2024-08-23,657.25,AUD,ACTIVE,False,5000,200000
ACC00000606,AU-CUST00469,541603532,017-180,Current,2024-11-29,216.82,AUD,ACTIVE,False,2000,200000
ACC00000607,AU-CUST00470,153538394,013-149,Current,2024-08-24,17776.11,AUD,ACTIVE,False,2000,50000
ACC00000608,AU-CUST00471,325640530,012-772,Current,2024-06-02,5279.42,AUD,ACTIVE,False,5000,100000
ACC00000609,AU-CUST00472,133458436,012-654,Current,2025-01-23,5675.87,AUD,ACTIVE,False,25000,100000
ACC00000610,AU-CUST00472,186926420,016-799,Savings,2025-09-19,396.73,AUD,ACTIVE,False,5000,100000
ACC00000611,AU-CUST00473,718565068,015-819,Current,2024-09-04,52247.69,AUD,ACTIVE,False,5000,50000
ACC00000612,AU-CUST00474,680978578,017-562,Current,2025-06-01,2928.35,AUD,ACTIVE,False,5000,20000
ACC00000613,AU-CUST00475,824294678,012-517,Current,2024-04-30,553.84,AUD,ACTIVE,False,2000,50000
ACC00000614,AU-CUST00476,954683204,014-078,Current,2024-08-31,7056.22,AUD,ACTIVE,False,2000,50000
ACC00000615,AU-CUST00477,958222090,012-101,Current,2024-10-18,5061.08,AUD,ACTIVE,False,2000,50000
ACC00000616,AU-CUST00477,767389225,017-151,Current,2025-08-03,13763.47,AUD,ACTIVE,False,25000,20000
ACC00000617,AU-CUST00478,546286428,013-140,Current,2025-05-13,66380.44,AUD,ACTIVE,False,25000,100000
ACC00000618,AU-CUST00478,332869696,012-640,Savings,2025-09-18,2869.89,AUD,ACTIVE,False,2000,50000
ACC00000619,AU-CUST00479,714878611,017-540,Current,2024-11-13,5799.72,AUD,FROZEN,True,5000,20000
ACC00000620,AU-CUST00479,770600184,015-092,Current,2025-07-23,3935.18,AUD,ACTIVE,True,5000,50000
ACC00000621,AU-CUST00480,405095295,016-160,Current,2024-02-07,167.2,AUD,ACTIVE,False,5000,100000
ACC00000622,AU-CUST00481,428208400,017-351,Current,2024-07-04,8611.09,AUD,ACTIVE,False,25000,50000
ACC00000623,AU-CUST00482,203187607,018-988,Current,2025-05-01,5392.76,AUD,ACTIVE,False,5000,100000
ACC00000624,AU-CUST00483,984976762,017-019,Current,2024-05-29,1735.54,AUD,ACTIVE,False,10000,20000
ACC00000625,AU-CUST00484,458419512,013-527,Current,2024-07-06,2319.52,AUD,ACTIVE,False,2000,50000
ACC00000626,AU-CUST00485,198699334,017-306,Current,2024-03-23,829.4,AUD,ACTIVE,False,2000,50000
ACC00000627,AU-CUST00485,119462713,012-927,Savings,2025-02-06,5342.89,AUD,ACTIVE,False,25000,20000
ACC00000628,AU-CUST00486,724040295,018-045,Current,2025-01-29,8794.62,AUD,ACTIVE,False,10000,50000
ACC00000629,AU-CUST00487,643370494,012-599,Current,2024-03-17,16245.47,AUD,ACTIVE,False,10000,100000
ACC00000630,AU-CUST00487,426441137,018-142,Business,2024-09-02,241.43,AUD,ACTIVE,False,2000,20000
ACC00000631,AU-CUST00488,334809204,013-391,Current,2024-07-20,1171.63,AUD,ACTIVE,False,10000,50000
ACC00000632,AU-CUST00489,464394281,017-010,Current,2025-01-25,4498.56,AUD,ACTIVE,False,2000,200000
ACC00000633,AU-CUST00490,902110375,012-781,Current,2025-05-06,4190.75,AUD,ACTIVE,False,5000,20000
ACC00000634,AU-CUST00491,562129750,013-050,Current,2024-05-01,9905.75,AUD,ACTIVE,False,10000,20000
ACC00000635,AU-CUST00492,241397898,018-758,Current,2024-07-01,1217.02,AUD,ACTIVE,False,5000,50000
ACC00000636,AU-CUST00493,756486634,013-447,Current,2024-03-05,684.2,AUD,ACTIVE,False,2000,50000
ACC00000637,AU-CUST00494,175223903,015-866,Current,2024-08-28,2223.64,AUD,ACTIVE,False,2000,100000
ACC00000638,AU-CUST00495,504257605,012-095,Current,2025-07-02,420.55,AUD,ACTIVE,False,10000,50000
ACC00000639,AU-CUST00496,100017315,018-506,Current,2024-06-16,652.79,AUD,ACTIVE,False,2000,50000
ACC00000640,AU-CUST00497,829235623,018-412,Current,2024-05-22,98.78,AUD,ACTIVE,False,10000,50000
ACC00000641,AU-CUST00498,465508169,016-002,Current,2024-08-07,4487.63,AUD,ACTIVE,False,25000,200000
ACC00000642,AU-CUST00499,110291444,016-769,Current,2025-05-06,1351.12,AUD,ACTIVE,False,25000,50000
ACC00000643,AU-CUST00500,906586499,012-146,Current,2024-10-27,1217.01,AUD,ACTIVE,False,5000,50000
ACC00000644,AU-CUST00501,704059995,016-617,Current,2024-11-30,328.78,AUD,ACTIVE,False,2000,20000
ACC00000645,AU-CUST00502,312166256,015-370,Current,2025-03-04,22793.79,AUD,ACTIVE,False,5000,100000
ACC00000646,AU-CUST00503,694966038,017-198,Current,2025-01-27,8672.76,AUD,ACTIVE,False,2000,100000
ACC00000647,AU-CUST00504,998777510,017-340,Current,2024-11-24,2661.31,AUD,ACTIVE,False,25000,50000
ACC00000648,AU-CUST00505,842031718,014-589,Current,2024-11-03,16129.68,AUD,ACTIVE,False,10000,50000
ACC00000649,AU-CUST00506,214028542,015-440,Current,2024-10-19,462.76,AUD,ACTIVE,False,10000,50000
ACC00000650,AU-CUST00507,357930190,017-571,Current,2024-04-09,569.96,AUD,ACTIVE,False,5000,20000
ACC00000651,AU-CUST00508,531350136,012-846,Current,2024-08-15,1738.83,AUD,ACTIVE,False,5000,50000
ACC00000652,AU-CUST00509,583182383,015-445,Current,2025-04-10,1160.69,AUD,ACTIVE,False,10000,50000
ACC00000653,AU-CUST00510,609175126,016-250,Current,2024-01-22,3039.88,AUD,ACTIVE,False,10000,100000
ACC00000654,AU-CUST00510,738562905,018-044,Business,2024-07-21,914.02,AUD,ACTIVE,False,2000,20000
ACC00000655,AU-CUST00511,940293614,017-073,Current,2025-03-30,19753.3,AUD,ACTIVE,False,2000,50000
ACC00000656,AU-CUST00512,389245373,013-006,Current,2024-11-06,12041.51,AUD,ACTIVE,False,2000,50000
ACC00000657,AU-CUST00513,856604812,018-439,Current,2024-07-10,6857.93,AUD,ACTIVE,False,10000,50000
ACC00000658,AU-CUST00514,264207247,012-486,Current,2024-03-03,636.72,AUD,ACTIVE,False,5000,50000
ACC00000659,AU-CUST00515,167277367,012-013,Current,2025-02-23,4814.09,AUD,ACTIVE,False,5000,50000
ACC00000660,AU-CUST00516,473461031,015-661,Current,2024-01-01,15797.47,AUD,ACTIVE,False,5000,100000
ACC00000661,AU-CUST00517,120007286,014-153,Current,2024-10-25,103.9,AUD,ACTIVE,False,5000,20000
ACC00000662,AU-CUST00518,673360420,018-297,Current,2024-03-30,1114.62,AUD,ACTIVE,False,5000,20000
ACC00000663,AU-CUST00519,335846660,018-389,Current,2025-05-14,10225.95,AUD,ACTIVE,False,2000,100000
ACC00000664,AU-CUST00520,114463260,016-263,Current,2024-04-10,4208.85,AUD,ACTIVE,False,5000,50000
ACC00000665,AU-CUST00521,459671521,015-966,Current,2025-03-16,17846.65,AUD,ACTIVE,False,10000,100000
ACC00000666,AU-CUST00521,841014813,016-222,Business,2025-07-06,4191.38,AUD,ACTIVE,False,2000,100000
ACC00000667,AU-CUST00522,733544771,013-692,Current,2024-11-11,3159.46,AUD,ACTIVE,False,10000,50000
ACC00000668,AU-CUST00523,225904429,017-648,Current,2024-01-23,17968.12,AUD,ACTIVE,False,5000,200000
ACC00000669,AU-CUST00524,218484979,015-792,Current,2025-01-30,9160.45,AUD,ACTIVE,False,2000,50000
ACC00000670,AU-CUST00524,908557835,013-771,Current,2025-04-15,8533.01,AUD,ACTIVE,False,5000,100000
ACC00000671,AU-CUST00525,195836757,016-507,Current,2025-04-27,7269.58,AUD,ACTIVE,False,10000,100000
ACC00000672,AU-CUST00526,936749281,018-314,Current,2024-05-01,1202.91,AUD,ACTIVE,False,5000,20000
ACC00000673,AU-CUST00527,307906414,016-593,Current,2025-06-15,347.38,AUD,ACTIVE,False,5000,20000
ACC00000674,AU-CUST00527,712476412,014-991,Current,2025-07-16,3169.67,AUD,ACTIVE,False,5000,50000
ACC00000675,AU-CUST00528,883498794,014-113,Current,2025-03-14,1260.09,AUD,ACTIVE,False,25000,50000
ACC00000676,AU-CUST00528,223514670,013-740,Savings,2025-08-03,28074.5,AUD,ACTIVE,False,10000,50000
ACC00000677,AU-CUST00529,776521223,014-147,Current,2025-02-11,2815.8,AUD,ACTIVE,False,2000,100000
ACC00000678,AU-CUST00530,808142952,017-758,Current,2024-07-03,58682.96,AUD,ACTIVE,False,2000,200000
ACC00000679,AU-CUST00531,146885214,018-380,Current,2024-03-06,5715.39,AUD,ACTIVE,False,5000,200000
ACC00000680,AU-CUST00532,926562759,017-030,Current,2024-08-23,323.38,AUD,ACTIVE,False,2000,50000
ACC00000681,AU-CUST00533,222555794,012-461,Current,2025-03-19,12042.15,AUD,ACTIVE,False,10000,20000
ACC00000682,AU-CUST00534,418681957,018-568,Current,2024-11-18,2496.25,AUD,ACTIVE,False,10000,200000
ACC00000683,AU-CUST00535,611992349,013-947,Current,2024-12-21,687.8,AUD,ACTIVE,False,5000,100000
ACC00000684,AU-CUST00536,467364977,016-776,Current,2025-03-04,1218.15,AUD,ACTIVE,False,5000,20000
ACC00000685,AU-CUST00536,908694059,017-016,Savings,2025-07-13,1435.52,AUD,ACTIVE,False,2000,50000
ACC00000686,AU-CUST00537,197979029,017-005,Current,2024-07-05,12348.74,AUD,ACTIVE,False,2000,50000
ACC00000687,AU-CUST00538,571715028,015-863,Current,2024-01-21,14028.46,AUD,ACTIVE,False,5000,50000
ACC00000688,AU-CUST00538,189533637,012-951,Savings,2024-05-11,1076.91,AUD,ACTIVE,False,5000,20000
ACC00000689,AU-CUST00539,384971448,017-751,Current,2025-04-30,381.26,AUD,ACTIVE,False,2000,20000
ACC00000690,AU-CUST00540,304511041,013-541,Current,2024-12-02,2009.86,AUD,ACTIVE,False,5000,50000
ACC00000691,AU-CUST00541,105240703,014-025,Current,2024-11-06,3115.28,AUD,ACTIVE,False,10000,50000
ACC00000692,AU-CUST00542,313946035,014-137,Current,2024-11-10,5422.33,AUD,ACTIVE,False,2000,100000
ACC00000693,AU-CUST00543,564138738,013-847,Current,2025-04-13,4111.37,AUD,ACTIVE,False,2000,50000
ACC00000694,AU-CUST00544,351607840,015-718,Current,2025-02-26,2877.38,AUD,ACTIVE,False,25000,100000
ACC00000695,AU-CUST00545,770573546,014-157,Current,2025-01-02,49111.28,AUD,ACTIVE,False,2000,50000
ACC00000696,AU-CUST00545,712870027,016-820,Current,2025-08-30,31449.3,AUD,ACTIVE,False,5000,50000
ACC00000697,AU-CUST00546,890230797,013-730,Current,2025-03-05,2653.9,AUD,ACTIVE,False,2000,20000
ACC00000698,AU-CUST00547,644480905,012-367,Current,2024-06-07,723.91,AUD,ACTIVE,False,25000,20000
ACC00000699,AU-CUST00548,290947722,013-080,Current,2025-01-25,2934.36,AUD,ACTIVE,False,10000,50000
ACC00000700,AU-CUST00548,326236385,017-579,Current,2025-05-07,2127.28,AUD,ACTIVE,False,25000,100000
ACC00000701,AU-CUST00549,239381229,013-521,Current,2025-06-19,4256.87,AUD,ACTIVE,False,2000,100000
ACC00000702,AU-CUST00550,806312545,013-054,Current,2024-05-08,1835.67,AUD,ACTIVE,False,10000,100000
ACC00000703,AU-CUST00551,905948796,016-503,Current,2024-11-09,5349.6,AUD,ACTIVE,False,25000,20000
ACC00000704,AU-CUST00552,279884465,017-782,Current,2025-01-08,4218.14,AUD,ACTIVE,False,5000,100000
ACC00000705,AU-CUST00553,795501502,013-218,Current,2024-10-10,33822.87,AUD,ACTIVE,False,10000,20000
ACC00000706,AU-CUST00553,904166401,017-627,Current,2025-01-07,3127.71,AUD,ACTIVE,False,25000,100000
ACC00000707,AU-CUST00554,779271415,015-059,Current,2025-06-15,1239.29,AUD,ACTIVE,False,25000,50000
ACC00000708,AU-CUST00555,954487337,017-082,Current,2024-08-09,1456.91,AUD,ACTIVE,False,10000,20000
ACC00000709,AU-CUST00555,904485863,016-457,Savings,2024-10-04,2148.99,AUD,ACTIVE,False,2000,50000
ACC00000710,AU-CUST00556,508137718,016-412,Current,2024-04-29,118.3,AUD,ACTIVE,False,10000,50000
ACC00000711,AU-CUST00557,377932447,014-695,Current,2024-03-15,17272.49,AUD,ACTIVE,False,25000,100000
ACC00000712,AU-CUST00558,320099733,017-753,Current,2025-04-11,1174.19,AUD,ACTIVE,False,2000,50000
ACC00000713,AU-CUST00559,841269062,014-125,Current,2025-01-11,924.44,AUD,ACTIVE,False,5000,50000
ACC00000714,AU-CUST00559,135726667,015-938,Savings,2025-08-11,5714.86,AUD,ACTIVE,False,10000,100000
ACC00000715,AU-CUST00560,367757837,015-951,Current,2024-11-13,5432.73,AUD,ACTIVE,False,5000,20000
ACC00000716,AU-CUST00560,442465470,016-974,Savings,2025-01-07,3291.29,AUD,ACTIVE,False,25000,50000
ACC00000717,AU-CUST00561,406971037,017-571,Current,2024-08-24,4898.42,AUD,ACTIVE,False,5000,20000
ACC00000718,AU-CUST00562,678238790,018-154,Current,2024-08-13,2074.89,AUD,ACTIVE,False,2000,50000
ACC00000719,AU-CUST00563,336988108,012-254,Current,2025-05-28,1017.59,AUD,ACTIVE,False,25000,200000
ACC00000720,AU-CUST00564,652467202,017-837,Current,2025-01-08,8848.0,AUD,ACTIVE,False,5000,100000
ACC00000721,AU-CUST00564,737534994,012-301,Savings,2025-08-01,2175.61,AUD,ACTIVE,False,10000,50000
